fixed.Estimate,fixed.Est.Error,fixed.l.95..CI,fixed.u.95..CI,fixed.Eff.Sample,fixed.Rhat,Metric,Term,run
0.356110075,0.73469602,-1.145379444,1.76420988,4833.986709,1.000000588,Gains,Temp change,80
-0.009971903,0.012060968,-0.033437569,0.013753029,21722.669,0.999937621,Gains,Average Temp,80
0.46268844,0.228975378,0.018018082,0.914871471,21430.60664,0.999805602,Gains,Interaction,80
0.285539461,0.415287995,-0.597025084,1.065494053,6025.475616,1.00011714,Gains,Temp change,81
0.007970561,0.009801503,-0.011306298,0.027349097,21770.53236,0.999800744,Gains,Average Temp,81
0.223439267,0.170153726,-0.110078318,0.556993098,23332.64696,0.999977388,Gains,Interaction,81
0.318914089,0.376104045,-0.493713048,0.902424499,5568.689844,1.000971348,Gains,Temp change,82
0.02019173,0.009501125,0.001529915,0.03874921,19108.51936,0.999966464,Gains,Average Temp,82
0.185662134,0.170091011,-0.148377859,0.517046896,21714.54383,0.999926459,Gains,Interaction,82
0.641074425,0.410025492,-0.01671041,1.55587227,5198.289605,1.000717749,Gains,Temp change,83
-0.003017575,0.01081632,-0.023944594,0.018234608,16856.77997,0.999938633,Gains,Average Temp,83
0.32447876,0.191198614,-0.047474914,0.699998163,20591.20075,0.999941835,Gains,Interaction,83
-0.039180309,0.567352331,-1.190204104,1.018921978,6350.952291,1.00002497,Gains,Temp change,84
0.02321745,0.010197407,0.003093116,0.043126775,23696.32505,0.999920735,Gains,Average Temp,84
0.136947038,0.174422836,-0.201419797,0.47829453,24102.58817,1.000029231,Gains,Interaction,84
0.613586101,0.876024701,-0.636682642,2.244362056,1302.860002,1.001905305,Gains,Temp change,85
0.003883606,0.010433182,-0.01667125,0.024457088,19363.75856,0.999893488,Gains,Average Temp,85
0.71558985,0.194639952,0.335146095,1.096576551,23741.1078,0.999941161,Gains,Interaction,85
-0.238967676,0.803723889,-1.999946371,1.12397988,5277.241712,1.00093849,Gains,Temp change,86
0.005414665,0.010560371,-0.015091473,0.026011091,16219.26818,1.000167872,Gains,Average Temp,86
0.792926871,0.193584419,0.409571777,1.173454464,20595.58009,1.000046158,Gains,Interaction,86
0.08559334,0.467500038,-0.936350174,0.897865428,5178.298007,1.00053639,Gains,Temp change,87
0.002684281,0.010036164,-0.01708147,0.022597124,19433.52685,0.99993377,Gains,Average Temp,87
0.117344094,0.173660771,-0.227963603,0.458729352,19875.21606,0.999896325,Gains,Interaction,87
0.030520093,0.591421743,-1.204644424,1.20057063,3715.416729,1.001089828,Gains,Temp change,88
0.022863136,0.010978505,0.001277803,0.04449631,20850.25699,0.999977101,Gains,Average Temp,88
0.268782718,0.188261685,-0.103710572,0.640995351,21452.30608,0.999878377,Gains,Interaction,88
0.217408481,0.663165715,-1.174611172,1.60097186,6304.665344,1.00055323,Gains,Temp change,89
0.01073982,0.009482589,-0.00775898,0.029416636,18561.26415,0.999830371,Gains,Average Temp,89
0.28074694,0.17440026,-0.056518069,0.620376463,25286.13619,0.99985091,Gains,Interaction,89
0.209950237,0.752267638,-1.163185948,1.820612076,3231.639908,1.001230734,Gains,Temp change,90
-0.013241222,0.010679997,-0.034220476,0.007755371,17686.18735,0.999896476,Gains,Average Temp,90
0.720318333,0.175136261,0.375894451,1.06762258,17795.64309,1.000013589,Gains,Interaction,90
0.209985377,0.505786199,-0.852545829,1.163418186,6084.062519,1.000344119,Gains,Temp change,91
-0.002072467,0.010375283,-0.022403776,0.01801195,20427.43207,0.999785445,Gains,Average Temp,91
0.27992883,0.181108631,-0.071888815,0.637948378,24245.00215,0.999850693,Gains,Interaction,91
0.68518834,0.793018725,-0.938168942,2.293195996,7219.376152,1.000103658,Gains,Temp change,92
0.017194302,0.011181588,-0.005014875,0.039190637,17056.16148,1.000018607,Gains,Average Temp,92
-0.210205264,0.190665849,-0.586852979,0.160904049,20366.05761,1.000030513,Gains,Interaction,92
0.456425543,0.36079366,-0.178947058,1.277846437,7833.915045,1.000013559,Gains,Temp change,93
0.001580981,0.01009334,-0.018347459,0.021488056,23213.93672,0.999895164,Gains,Average Temp,93
0.285316858,0.1698617,-0.048572305,0.61907347,29077.06733,0.999959834,Gains,Interaction,93
0.049341108,0.903190391,-1.697638402,1.87476868,4143.727697,1.000168199,Gains,Temp change,94
0.014106153,0.010136899,-0.00578516,0.034165311,17324.56384,0.999941166,Gains,Average Temp,94
0.458649249,0.163504102,0.137175258,0.777892009,19566.12509,0.999924717,Gains,Interaction,94
