fixed.Estimate,fixed.Est.Error,fixed.l.95..CI,fixed.u.95..CI,fixed.Eff.Sample,fixed.Rhat,Metric,Term,run
-0.023944176,0.006173533,-0.036184864,-0.011748131,19174.49198,1.000055386,Losses,Average Temp,60
-0.102673003,0.109649314,-0.318628792,0.114334919,21920.80427,1.000129562,Losses,Interaction,60
-0.292534926,0.382563709,-1.102254149,0.416359263,3814.788133,1.000108859,Losses,Temp change,61
-0.022174789,0.004475016,-0.031057315,-0.013392791,18993.53882,0.999912793,Losses,Average Temp,61
0.040737864,0.080638182,-0.117535123,0.196924092,18634.70989,0.999923467,Losses,Interaction,61
0.004269733,0.275076313,-0.603504479,0.467198847,3213.090765,1.001479007,Losses,Temp change,62
-0.025929049,0.006054843,-0.038151977,-0.014704759,7136.211776,1.000226018,Losses,Average Temp,62
0.06757017,0.113362174,-0.154665864,0.289761058,16840.03848,0.999908027,Losses,Interaction,62
-0.109929193,0.154241311,-0.414249441,0.194723801,6931.049786,1.000076165,Losses,Temp change,63
-0.028981199,0.006641487,-0.042004647,-0.016093998,7471.537887,1.000099845,Losses,Average Temp,63
-0.014509967,0.103829091,-0.217250336,0.188802129,22977.65241,0.999911834,Losses,Interaction,63
-0.01398276,0.146677788,-0.329726723,0.25965107,7041.548545,1.000099205,Losses,Temp change,64
-0.012256129,0.004170374,-0.020645833,-0.004261571,14960.08561,1.000191547,Losses,Average Temp,64
-0.059099293,0.087986126,-0.230857017,0.113477178,23206.41116,0.999841928,Losses,Interaction,64
-0.134610809,0.182814752,-0.468512407,0.236531158,3778.632116,1.000750321,Losses,Temp change,65
-0.010806897,0.00616927,-0.023060603,0.0012505,12425.33398,0.999797899,Losses,Average Temp,65
-0.038653158,0.107932671,-0.246527944,0.173613321,20350.43415,1.000019306,Losses,Interaction,65
-0.709660194,1.0001465,-2.737102133,1.258477218,3447.559262,1.000702982,Losses,Temp change,66
-0.024235524,0.00614513,-0.036357738,-0.012321298,12133.71628,0.99992422,Losses,Average Temp,66
0.253861298,0.115172428,0.028917735,0.477224375,21233.81515,1.000106204,Losses,Interaction,66
-0.065425792,0.168160599,-0.401894535,0.270867531,10959.38705,1.000180341,Losses,Temp change,67
-0.02344936,0.00624403,-0.0356264,-0.011272707,18290.8002,1.000059758,Losses,Average Temp,67
0.081923666,0.120046212,-0.148818281,0.315493617,25520.05352,0.999852881,Losses,Interaction,67
0.050712102,0.147615752,-0.251257858,0.282529992,1849.325328,1.002810022,Losses,Temp change,68
-0.013637058,0.003947902,-0.021711741,-0.006136188,12214.02218,1.000002469,Losses,Average Temp,68
-0.113231964,0.077878012,-0.267444851,0.039894755,18794.97943,1.00009802,Losses,Interaction,68
-0.177491297,0.22075972,-0.640627963,0.233257491,5547.36482,1.001149632,Losses,Temp change,69
-0.022188328,0.005456621,-0.032858337,-0.011664534,20448.09482,0.999806499,Losses,Average Temp,69
0.175248223,0.101613761,-0.026144717,0.374269414,20735.12942,0.999837352,Losses,Interaction,69
-0.214732764,0.335285368,-0.942481564,0.256827221,3133.272428,1.001232388,Losses,Temp change,70
-0.026953313,0.006708642,-0.040028982,-0.013806471,15583.08407,1.000151273,Losses,Average Temp,70
0.113822769,0.121856339,-0.122977443,0.349597651,18311.45838,0.999876257,Losses,Interaction,70
-0.095824944,0.61709165,-1.334296155,1.208040061,4613.791724,1.001317505,Losses,Temp change,71
-0.022631982,0.005543904,-0.033627758,-0.011963712,16377.90659,0.999818007,Losses,Average Temp,71
-0.094564247,0.101794749,-0.296247135,0.105808496,21324.98972,0.999934172,Losses,Interaction,71
-0.18702596,0.276198889,-0.741391087,0.356551082,5586.89141,1.000214071,Losses,Temp change,72
-0.024448785,0.005732556,-0.035697015,-0.013219012,15622.69249,0.999923368,Losses,Average Temp,72
0.055697309,0.089230709,-0.117158414,0.229603157,21600.01327,1.000150687,Losses,Interaction,72
